dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat
5e-06,udp,-,INT,2,0,2146,0,200000.0051,254,0,1716800000.0,0.0,0,0,0.005,0.0,0.0,0.0,1073,0,0,0,2,2,2,1,2,0,0,0,2,2,0,Normal
0.869683,tcp,-,FIN,34,12,29448,642,51.74299,254,252,262918.7813,5418.065918,14,3,25.341666,75.579094,0.038310000000000004,0.063739,866,54,0,0,4,1,1,1,4,0,0,0,1,4,0,Normal
9e-06,udp,-,INT,2,0,78,0,111111.1072,254,0,34666664.0,0.0,0,0,0.009000000000000001,0.0,0.0,0.0,39,0,0,0,9,2,2,1,9,0,0,0,2,9,0,Normal
1.1e-05,udp,-,INT,2,0,2072,0,90909.0902,254,0,753454528.0,0.0,0,0,0.011000000000000001,0.0,0.0,0.0,1036,0,0,0,12,5,4,1,12,0,0,0,4,12,0,Normal
3e-06,udp,-,INT,2,0,104,0,333333.3215,254,0,138666656.0,0.0,0,0,0.003,0.0,0.0,0.0,52,0,0,0,2,2,2,2,2,0,0,0,2,2,0,Normal
0.024456,tcp,-,FIN,46,48,2854,30622,3802.747799,31,29,913313.6875,9808636.0,7,17,0.548455,0.508234,0.0005650000000000001,0.0009599999999999999,62,638,0,0,2,3,1,1,1,0,0,0,3,5,0,Normal
0.99046,tcp,http,FIN,10,8,828,1100,17.163742000000003,62,252,6025.483397999999,7778.204102,2,2,110.051111,124.47743,0.118317,0.074852,83,138,1,142,6,1,1,1,6,0,0,1,1,6,0,Normal
9e-06,tcp,-,REQ,2,0,90,0,111111.1072,254,0,40000000.0,0.0,1,0,0.009000000000000001,0.0,0.0,0.0,45,0,0,0,7,10,1,1,14,0,0,0,10,5,0,Normal
0.028314,tcp,-,FIN,16,18,1540,1644,1165.501166,31,29,407996.0313,438793.5313,4,4,1.866267,1.637765,0.000468,0.000157,96,91,0,0,13,9,7,1,5,0,0,0,9,10,0,Normal
0.5353359999999999,tcp,http,FIN,10,8,824,1208,31.755755999999998,62,252,11088.36328,15795.68652,2,2,59.481778000000006,65.428145,0.076533,0.041691000000000006,82,151,1,202,4,2,2,1,4,0,0,1,3,4,0,Normal
0.6114430000000001,tcp,http,FIN,10,8,802,1088,27.803083,62,252,9446.505859,12455.78125,2,2,67.93811099999999,77.242,0.07002799999999999,0.054825,80,136,1,210,6,3,3,2,6,0,0,4,3,6,0,Normal
0.018284,tcp,-,FIN,16,18,1540,1644,1804.8566600000001,31,29,631809.1875,679501.1875,4,4,1.197867,1.046706,0.00048600000000000005,0.000129,96,91,0,0,18,7,6,1,6,0,0,0,9,11,0,Normal
1.59076,tcp,-,FIN,10,6,994,268,9.429455,254,252,4500.993164,1126.505615,2,1,176.648333,295.227188,0.114621,0.133905,99,45,0,0,4,2,2,1,4,0,0,0,2,4,0,Normal
0.770582,tcp,-,FIN,10,8,534,354,22.061247,254,252,4993.62793,3218.34668,2,1,85.620222,100.599141,0.06566699999999999,0.040514999999999995,53,44,0,0,2,2,1,1,2,0,0,0,3,2,0,Normal
1.574455,tcp,http,FIN,10,8,826,1080,10.797386999999999,62,252,3780.3557130000004,4801.661621,2,2,174.93944399999998,220.425,0.030805000000000003,0.042482,83,135,1,138,2,1,2,1,1,0,0,4,2,1,0,Normal
0.031969,tcp,-,FIN,34,36,2230,13288,2158.340916,31,29,541774.875,3232882.0,7,11,0.9596969999999999,0.897543,0.00055,0.000125,66,369,0,0,6,1,1,1,1,0,0,0,6,4,0,Normal
0.001144,udp,dns,CON,2,2,146,178,2622.377669,31,29,510489.5313,622377.625,0,0,0.008,0.008,0.0,0.0,73,89,0,0,3,14,1,1,1,0,0,0,2,4,0,Normal
0.106619,tcp,-,CON,6,2,998,86,65.65433900000001,62,252,62427.89844,3226.441895,2,1,21.3238,0.005,0.062787,0.024599,166,43,0,0,4,3,3,1,4,0,0,0,3,5,0,Normal
0.001092,udp,dns,CON,2,2,146,178,2747.252623,31,29,534798.5,652014.625,0,0,0.011000000000000001,0.009000000000000001,0.0,0.0,73,89,0,0,2,7,1,1,1,0,0,0,3,4,0,Normal
9e-06,udp,-,INT,2,0,104,0,111111.1072,254,0,46222220.0,0.0,0,0,0.009000000000000001,0.0,0.0,0.0,52,0,0,0,7,3,1,1,5,0,0,0,1,12,0,Normal
0.000998,udp,dns,CON,2,2,146,178,3006.011927,31,29,585170.3125,713426.8125,0,0,0.011000000000000001,0.001,0.0,0.0,73,89,0,0,1,7,1,1,1,0,0,0,1,5,0,Normal
0.061912,tcp,-,FIN,80,80,4654,71834,2568.161254,31,29,593875.1875,9166171.0,7,33,0.779456,0.7768609999999999,0.000532,0.000101,58,898,0,0,7,2,1,1,1,0,0,0,5,3,0,Normal
6.853057000000001,tcp,-,REQ,4,0,180,0,0.43776099999999996,254,0,157.593903,0.0,3,0,2284.35225,0.0,0.0,0.0,45,0,0,0,23,17,2,2,20,0,0,0,18,20,0,Normal
0.865341,tcp,-,FIN,16,10,934,556,28.890345,254,252,8098.541504000001,4631.700195,5,3,55.4922,85.98678100000001,0.091426,0.09916799999999999,58,56,0,0,4,1,1,1,4,0,0,0,2,4,0,Normal
4.234637,tcp,http,FIN,334,746,17850,1087890,254.803435,31,29,33621.77344,2052467.875,2,370,12.715577,5.683341,0.000541,0.000151,53,1458,1,524288,4,5,1,1,1,0,0,1,8,3,0,Normal
9e-06,tcp,-,REQ,2,0,90,0,111111.1072,254,0,40000000.0,0.0,1,0,0.009000000000000001,0.0,0.0,0.0,45,0,0,0,6,24,1,1,43,0,0,0,27,4,0,Normal
0.0043170000000000005,tcp,-,FIN,22,14,1470,1728,8107.481968000001,31,29,2601806.75,2974287.75,5,4,0.205571,0.275538,0.00058,0.000135,67,123,0,0,11,4,1,1,1,0,0,0,2,10,0,Normal
0.497721,tcp,-,FIN,10,6,862,268,30.137366999999998,254,252,12472.85156,3600.410889,2,1,53.245222,76.590797,0.114758,0.085668,86,45,0,0,11,1,1,1,4,0,0,0,3,4,0,Normal
0.073699,tcp,-,FIN,86,86,4966,77276,2320.248657,31,29,532870.1875,8290805.0,7,36,0.862671,0.859459,0.000643,0.000128,58,899,0,0,10,2,1,1,1,0,0,0,2,7,0,Normal
0.307152,tcp,-,CON,6,2,998,86,22.790019,62,252,21670.05273,1119.966675,2,1,61.4304,0.006999999999999999,0.072765,0.134811,166,43,0,0,4,3,3,1,4,0,0,0,3,4,0,Normal
1.828073,tcp,-,FIN,16,12,1404,1186,14.769651000000001,254,252,5763.445801,4761.297852000001,5,4,117.87207,158.937,0.079763,0.049846,88,99,0,0,6,1,3,1,1,0,0,0,3,2,0,Normal
6e-06,udp,-,INT,2,0,858,0,166666.6608,254,0,572000000.0,0.0,0,0,0.006,0.0,0.0,0.0,429,0,0,0,3,1,1,1,2,0,0,0,1,3,0,Normal
0.0011,udp,dns,CON,2,2,146,178,2727.272742,31,29,530909.125,647272.75,0,0,0.012,0.008,0.0,0.0,73,89,0,0,4,4,2,2,2,0,0,0,5,5,0,Normal
0.618359,tcp,-,FIN,10,6,646,268,24.257752,254,252,7529.606445,2897.9926760000003,2,1,65.676778,108.289,0.076905,0.10463,65,45,0,0,6,1,1,1,7,0,0,0,1,6,0,Normal
1.507771,tcp,-,FIN,10,8,546,354,11.274922,254,252,2610.4760739999997,1644.812134,2,1,164.236889,201.647859,0.096233,0.082289,55,44,0,0,3,1,1,1,2,0,0,0,1,3,0,Normal
0.838708,tcp,-,FIN,10,8,534,354,20.269272,254,252,4588.009277,2956.928955,2,1,93.122333,93.314711,0.1855,0.056478,53,44,0,0,8,1,1,1,2,0,0,0,1,2,0,Normal
11.334839,tcp,-,REQ,4,0,180,0,0.264671,254,0,95.281464,0.0,3,0,3778.27975,0.0,0.0,0.0,45,0,0,0,36,18,2,2,32,0,0,0,22,32,0,Normal
0.440892,tcp,-,CON,6,2,998,86,15.876904000000001,62,252,15096.66699,780.2363889999999,2,1,88.1784,0.008,0.28429,0.10343599999999999,166,43,0,0,2,2,2,1,2,0,0,0,2,2,0,Normal
0.492166,tcp,-,FIN,10,6,640,268,30.477521000000003,254,252,9362.694336,3641.047852,2,1,51.481333,81.206797,0.086127,0.05235,64,45,0,0,3,1,1,1,3,0,0,0,1,3,0,Normal
0.032966,tcp,-,FIN,72,74,4238,63878,4398.471273,31,29,1014378.5,15292120.0,7,30,0.459718,0.44260299999999997,0.0006450000000000001,0.000153,59,863,0,0,8,2,1,1,1,0,0,0,3,7,0,Normal
9e-06,udp,-,INT,2,0,78,0,111111.1072,254,0,34666664.0,0.0,0,0,0.009000000000000001,0.0,0.0,0.0,39,0,0,0,13,1,2,1,3,0,0,0,6,3,0,Normal
1.019639,tcp,-,FIN,10,8,574,354,16.672567,254,252,4056.337646,2432.233398,2,1,113.189222,134.028141,0.081439,0.077503,57,44,0,0,3,1,1,1,3,0,0,0,1,3,0,Normal
0.001191,udp,dns,CON,2,2,146,178,2518.891712,31,29,490344.25,597816.9375,0,0,0.032,0.002,0.0,0.0,73,89,0,0,2,1,1,1,1,0,0,0,2,2,0,Normal
0.693153,tcp,-,FIN,32,12,26722,642,62.035364,254,252,298773.8438,6797.921875,13,3,21.91242,54.33118399999999,0.095502,0.032375,835,54,0,0,5,2,2,1,5,0,0,0,2,5,0,Normal
0.8593879999999999,tcp,-,FIN,14,12,3372,678,29.090469,254,252,29155.632810000003,5790.166992,4,4,66.106767,70.029547,0.071987,0.056063999999999996,241,57,0,0,6,1,1,1,5,0,0,0,2,5,0,Normal
0.569044,tcp,http,FIN,10,8,810,1156,29.874667,62,252,10248.768559999999,14227.37109,2,2,63.227111,71.648859,0.042813,0.067735,81,145,1,171,6,2,2,2,6,0,0,4,2,6,0,Normal
0.8352799999999999,tcp,-,FIN,16,10,974,556,29.930083000000003,254,252,8753.951172,4798.391113000001,5,3,53.858534,82.31210899999999,0.094462,0.067459,61,56,0,0,5,3,3,1,5,0,0,0,3,5,0,Normal
0.22383000000000003,tcp,ftp-data,FIN,8,12,424,8824,84.885851,31,29,13260.063479999999,289112.2813,1,4,31.924713,20.299726999999997,0.000529,0.000124,53,735,0,0,3,6,1,1,4,0,0,0,4,3,0,Normal
0.249599,tcp,-,FIN,64,66,3806,52014,516.829004,31,29,120096.6406,1641865.625,7,26,3.956286,3.831554,0.000541,0.000127,59,788,0,0,10,3,1,1,1,0,0,0,3,5,0,Normal
0.5240229999999999,tcp,smtp,FIN,52,40,37232,3276,173.656501,31,29,557471.6875,48776.48438,18,8,10.267862,13.422051999999999,0.000558,0.000164,716,82,0,0,1,6,1,1,1,0,0,0,2,1,0,Normal
0.649296,tcp,http,FIN,10,8,830,1242,26.182204000000002,62,252,9203.814453,13392.967770000001,2,2,72.14399999999999,79.831711,0.06261,0.058862,83,155,1,200,2,1,1,1,2,0,0,1,1,2,0,Normal
0.8982620000000001,tcp,-,FIN,14,6,6830,268,21.151957,254,252,56491.3125,1994.9635010000002,4,1,67.716538,164.409203,0.07620700000000001,0.169457,488,45,0,0,4,1,1,1,3,0,0,0,1,3,0,Normal
0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.60400000001,0.0,0.0,0.0,46,0,0,0,1,1,1,1,1,0,0,0,1,1,1,Normal
0.18351800000000001,tcp,-,CON,6,2,998,86,38.143396,62,252,36268.92188,1874.475464,2,1,36.7036,0.003,0.060204999999999995,0.037786,166,43,0,0,5,3,3,1,4,0,0,0,4,4,0,Normal
9.252763,tcp,-,REQ,10,0,450,0,0.9726819999999999,254,0,350.16568,0.0,9,0,1028.08475,0.0,0.0,0.0,45,0,0,0,17,12,1,1,16,0,0,0,13,16,0,Normal
0.021628,tcp,-,FIN,16,18,1540,1644,1525.7999,31,29,534122.4375,574440.5625,4,4,1.421,1.244823,0.000462,0.00014,96,91,0,0,19,6,6,1,6,0,0,0,11,7,0,Normal
0.524514,tcp,-,FIN,10,6,1294,268,28.597901,254,252,17768.83008,3416.49585,2,1,58.267778,91.43839799999999,0.067316,0.090067,129,45,0,0,6,1,3,1,2,0,0,0,4,2,0,Normal
0.047331,tcp,smtp,FIN,52,42,37268,3380,1964.8855260000003,31,29,6178107.0,557773.9375,18,8,0.920745,1.140829,0.000553,0.000154,717,80,0,0,2,1,1,1,1,0,0,0,2,2,0,Normal
0.9996510000000001,tcp,http,FIN,10,10,822,1184,19.006632999999997,62,252,5922.066895,8530.977539,2,2,111.072333,97.077445,0.125161,0.045659,82,118,1,142,4,1,1,1,4,0,0,1,1,4,0,Normal
3e-06,tcp,-,REQ,2,0,90,0,333333.3215,254,0,119999992.0,0.0,1,0,0.003,0.0,0.0,0.0,45,0,0,0,9,5,1,1,8,0,0,0,6,8,0,Normal
0.053609000000000004,tcp,-,FIN,74,74,4342,63878,2742.076959,31,29,639295.6875,9403645.0,7,30,0.729753,0.726589,0.000557,0.00013700000000000002,59,863,0,0,15,2,1,1,1,0,0,0,3,5,0,Normal
0.5639069999999999,tcp,http,FIN,10,8,824,1194,30.146814000000003,62,252,10526.55762,14825.138669999998,2,2,62.656333,65.38943,0.074963,0.061784000000000006,82,149,1,195,2,1,1,1,2,0,0,1,1,2,0,Normal
0.0017850000000000001,udp,-,CON,4,4,512,304,3921.5686909999995,31,29,1721008.375,1021848.75,0,0,0.450333,0.237,0.0,0.0,128,76,0,0,11,5,1,1,3,0,0,0,4,12,0,Normal
1e-05,udp,-,INT,2,0,990,0,100000.0025,254,0,396000000.0,0.0,0,0,0.01,0.0,0.0,0.0,495,0,0,0,4,3,3,1,4,0,0,0,3,4,0,Normal
0.004296,tcp,http,FIN,8,10,1040,824,3957.169354,31,29,1694599.625,1381750.375,2,2,0.5641430000000001,0.415889,0.000549,0.00019099999999999998,130,82,1,83,2,4,2,1,2,0,0,1,13,3,0,Normal
0.090912,tcp,ssh,FIN,98,100,14408,17134,2166.9306739999997,31,29,1254927.875,1492696.25,22,32,0.9372370000000001,0.929062,0.0006580000000000001,0.00014199999999999998,147,171,0,0,1,3,1,1,1,0,0,0,3,1,0,Normal
0.799764,tcp,http,FIN,10,8,806,1236,21.256270999999998,62,252,7262.142578,10823.19336,2,2,88.862667,101.40771099999999,0.088404,0.147568,81,155,1,216,2,1,1,1,2,0,0,1,1,2,0,Normal
0.8436530000000001,tcp,ftp,FIN,52,54,2934,3742,124.458749,31,29,27290.839839999997,34829.48438,11,15,16.535823999999998,15.907867999999999,0.000529,0.000149,56,69,0,0,1,1,1,1,1,1,1,0,1,1,0,Normal
1.260943,tcp,http,FIN,10,6,1282,268,11.895858,254,252,7321.504395,1421.158569,2,1,138.352778,245.24200000000002,0.034732,0.063935,128,45,1,0,4,1,1,1,1,0,0,1,1,1,0,Worms
1.116267,tcp,-,FIN,14,14,780,764,24.187762,254,252,5195.889647999999,5088.388672,4,4,85.866692,80.30761700000001,0.07159700000000001,0.06254,56,55,0,0,4,2,1,1,4,0,0,0,1,4,0,Normal
2.181393,tcp,ftp,FIN,52,54,2934,3740,48.134382,31,29,10554.72363,13462.957030000001,11,15,42.766197,41.14032,0.0009519999999999999,0.000135,56,69,0,0,1,7,1,1,6,0,0,0,8,1,0,Normal
0.012896000000000001,tcp,-,FIN,44,46,2766,24004,6901.364546,31,29,1677419.25,14567617.0,7,16,0.29214,0.275044,0.000515,0.000155,63,522,0,0,5,2,1,1,1,0,0,0,2,6,0,Normal
8e-06,udp,-,INT,2,0,78,0,125000.0003,254,0,39000000.0,0.0,0,0,0.008,0.0,0.0,0.0,39,0,0,0,9,3,3,1,8,0,0,0,3,8,0,Normal
1e-05,udp,-,INT,2,0,1290,0,100000.0025,254,0,516000000.0,0.0,0,0,0.01,0.0,0.0,0.0,645,0,0,0,4,3,3,1,4,0,0,0,3,4,0,Normal
0.335798,tcp,http,FIN,10,8,824,1096,50.625674,62,252,17677.29492,22847.06836,2,2,37.310889,39.896570000000004,0.042635,0.029347,82,137,1,146,4,1,1,1,4,0,0,1,1,4,0,Normal
0.009909999999999999,tcp,-,FIN,34,36,2230,13288,6962.6642870000005,31,29,1747729.625,10429062.0,7,11,0.290333,0.267514,0.00054,0.000121,66,369,0,0,8,2,1,1,1,0,0,0,2,5,0,Normal
0.0010279999999999998,udp,dns,CON,2,2,146,178,2918.287859,31,29,568093.375,692607.0,0,0,0.004,0.008,0.0,0.0,73,89,0,0,3,4,1,1,1,0,0,0,2,3,0,Normal
8e-06,udp,-,INT,2,0,78,0,125000.0003,254,0,39000000.0,0.0,0,0,0.008,0.0,0.0,0.0,39,0,0,0,26,9,9,1,25,0,0,0,10,25,0,Normal
0.789438,tcp,http,FIN,10,8,800,1146,21.534306,62,252,7296.32959,10164.19238,2,2,87.715333,104.90899999999999,0.045076,0.10165199999999999,80,143,1,136,3,2,2,2,3,0,0,4,3,3,0,Normal
1.1e-05,udp,-,INT,2,0,1064,0,90909.0902,254,0,386909088.0,0.0,0,0,0.011000000000000001,0.0,0.0,0.0,532,0,0,0,35,9,9,1,35,0,0,0,9,35,0,Normal
1.047774,tcp,http,FIN,12,18,1580,10168,27.677726,31,29,11063.45508,73328.79688,3,5,95.219638,61.600997,0.000552,0.00015900000000000002,132,565,1,3924,2,2,1,1,1,0,0,1,2,3,0,Normal
0.12011300000000001,tcp,-,FIN,84,86,4862,77276,1407.008397,31,29,320031.9688,5087076.5,7,36,1.440952,1.406847,0.0005269999999999999,0.000129,58,899,0,0,2,4,1,1,2,0,0,0,2,6,0,Normal
1e-05,udp,-,INT,2,0,1310,0,100000.0025,254,0,524000000.0,0.0,0,0,0.01,0.0,0.0,0.0,655,0,0,0,12,26,5,1,12,0,0,0,5,12,0,Normal
0.01852,tcp,-,FIN,16,18,1540,1644,1781.8575030000002,31,29,623758.125,670842.375,4,4,1.213733,1.062,0.000462,0.000121,96,91,0,0,10,7,5,1,5,0,0,0,7,8,0,Normal
0.069101,udp,-,CON,4,4,520,304,101.300997,31,29,45151.30078,26396.14453,0,0,18.001334,19.000666,0.0,0.0,130,76,0,0,5,2,1,1,1,0,0,0,2,6,0,Normal
0.777722,tcp,-,FIN,122,126,7818,15172,317.594204,31,29,79761.14844,154831.6719,30,32,6.421314,6.217312000000001,0.000553,0.000133,64,120,0,0,5,3,1,1,1,0,0,0,1,12,0,Normal
0.7401310000000001,tcp,-,FIN,10,6,534,268,20.266682,254,252,5199.07959,2421.192871,2,1,74.82566700000001,118.250398,0.148876,0.113879,53,45,0,0,4,1,1,1,2,0,0,0,2,2,0,Normal
0.902853,tcp,-,FIN,10,8,2516,354,18.8292,254,252,20069.71289,2746.8479,2,1,95.236222,118.37243000000001,0.07424,0.1156,252,44,0,0,4,2,2,2,4,0,0,0,20,4,0,Normal
0.640414,tcp,-,CON,6,2,998,86,10.930429,62,252,10393.27734,537.152527,2,1,128.0828,0.001,0.21257399999999999,0.130437,166,43,0,0,4,2,2,1,4,0,0,0,2,4,0,Normal
0.185177,tcp,-,CON,6,2,998,86,37.801671,62,252,35943.98828,1857.6821289999998,2,1,37.0354,0.008,0.12103,0.043366,166,43,0,0,5,2,2,1,5,0,0,0,2,5,0,Normal
0.8332309999999999,tcp,-,FIN,10,8,546,354,20.402506,254,252,4723.780272999999,2976.365479,2,1,92.553889,109.01014099999999,0.070151,0.081898,55,44,0,0,5,1,2,1,3,0,0,0,2,3,0,Normal
0.8395940000000001,tcp,-,FIN,10,6,766,268,17.865778,254,252,6574.606445,2134.36499,2,1,93.136889,145.575797,0.11170699999999999,0.046155,77,45,0,0,1,1,1,1,1,0,0,0,1,1,0,Normal
0.018916,tcp,-,FIN,48,50,2958,32368,5127.934111,31,29,1225206.25,13415521.0,7,18,0.395362,0.372571,0.0006230000000000001,0.000174,62,647,0,0,4,4,1,1,1,0,0,0,1,12,0,Normal
0.00101,udp,dns,CON,2,2,132,164,2970.297008,31,29,522772.2813,649504.9375,0,0,0.01,0.009000000000000001,0.0,0.0,66,82,0,0,2,1,1,1,1,0,0,0,8,2,0,Normal
0.609265,tcp,-,FIN,10,6,534,268,24.619828,254,252,6315.806640999999,2941.248779,2,1,63.751332999999995,93.488,0.141818,0.100481,53,45,0,0,3,1,1,1,3,0,0,0,1,3,0,Normal
0.694689,tcp,-,FIN,10,6,534,268,21.592397000000002,254,252,5539.169434,2579.571777,2,1,72.362444,120.431203,0.09253099999999999,0.071814,53,45,0,0,4,1,1,1,4,0,0,0,1,5,0,Normal
24.289757,tcp,http,FIN,312,746,16706,1087900,43.516286,31,29,5484.78125,357827.2188,2,370,78.101156,32.603075,0.000478,0.000262,54,1458,1,524288,5,3,1,1,2,0,0,1,5,3,0,Normal
4e-06,udp,-,INT,2,0,1052,0,250000.0006,254,0,1052000000.0,0.0,0,0,0.004,0.0,0.0,0.0,526,0,0,0,3,1,1,1,3,0,0,0,2,3,0,Normal
0.004808,tcp,-,FIN,18,18,4256,2456,7279.534377,31,29,6688852.0,3860233.0,7,7,0.263706,0.251824,0.000523,0.000133,236,136,0,0,7,2,1,1,2,0,0,0,3,3,0,Normal
31.082962,arp,-,CON,4,4,184,112,0.225204,0,0,35.517849,21.619562,0,0,15515.736,15515.736,0.0,0.0,46,28,0,0,2,2,2,2,2,0,0,0,2,2,0,Normal
0.18676800000000002,tcp,-,FIN,16,18,1540,1644,176.689801,31,29,61852.140629999994,66521.03125,4,4,12.430267,10.955883,0.000508,0.00013000000000000002,96,91,0,0,7,7,5,1,5,0,0,0,7,12,0,Normal
2e-06,udp,-,INT,2,0,324,0,500000.0013,254,0,648000000.0,0.0,0,0,0.002,0.0,0.0,0.0,162,0,0,0,2,2,1,1,2,0,0,0,1,3,0,Normal
0.542828,tcp,-,FIN,10,6,2516,268,27.633060999999998,254,252,33380.73828,3301.229736,2,1,55.60555600000001,88.134203,0.102149,0.13558,252,45,0,0,6,1,1,1,2,0,0,0,2,2,0,Normal
0.08481,tcp,-,FIN,96,98,5486,92746,2275.674941,31,29,512109.4063,8659356.0,7,42,0.889432,0.864619,0.0009390000000000001,0.000156,57,946,0,0,4,4,1,1,1,0,0,0,3,13,0,Normal
0.42035500000000003,tcp,-,FIN,32,14,28070,764,107.052374,254,252,517524.4688,13512.388669999998,13,4,13.559839000000002,27.961309000000004,0.056071,0.015512,877,55,0,0,6,2,2,1,6,0,0,0,2,7,0,Normal
0.033024,tcp,-,FIN,122,126,7814,14682,7479.409336,31,29,1877422.625,3528585.5,30,32,0.272025,0.26013600000000003,0.000502,0.000149,64,117,0,0,5,7,1,1,2,0,0,0,7,9,0,Normal
0.041911000000000004,tcp,-,FIN,46,48,2854,31458,2218.987933,31,29,532938.875,5879697.5,7,17,0.9232,0.877617,0.00065,0.00013000000000000002,62,655,0,0,7,1,1,1,1,0,0,0,4,7,0,Normal
1.182726,tcp,-,FIN,12,8,994,750,16.064583,254,252,6168.799805,4443.970703,3,2,104.16817900000001,157.343141,0.081317,0.089888,83,94,0,0,2,1,1,1,2,0,0,0,1,2,0,Normal
0.001052,udp,dns,CON,2,2,132,164,2851.711087,31,29,501901.1563,623574.1875,0,0,0.01,0.008,0.0,0.0,66,82,0,0,3,2,2,1,2,0,0,0,11,2,0,Normal
1.156094,tcp,-,FIN,10,8,574,354,14.704687,254,252,3577.563965,2145.154297,2,1,128.436556,150.002,0.106077,0.06054299999999999,57,44,0,0,2,1,1,1,2,0,0,0,1,2,0,Normal
0.018533,tcp,-,FIN,44,46,2766,24004,4802.244457,31,29,1167215.25,10136729.0,7,16,0.42374399999999995,0.408932,0.000536,0.000164,63,522,0,0,13,2,1,1,1,0,0,0,4,1,0,Normal
0.176343,tcp,-,CON,6,2,978,86,39.695368,62,252,36973.39844,1950.7437739999998,2,1,35.2686,0.001,0.085926,0.038313,163,43,0,0,7,3,3,1,7,0,0,0,3,7,0,Normal
0.447801,tcp,-,FIN,10,6,534,268,33.497023,254,252,8593.102539,4001.7775880000004,2,1,49.634555999999996,72.499398,0.085299,0.06771,53,45,0,0,3,1,1,1,3,0,0,0,1,3,0,Normal
3e-06,udp,-,INT,2,0,104,0,333333.3215,254,0,138666656.0,0.0,0,0,0.003,0.0,0.0,0.0,52,0,0,0,3,1,1,1,2,0,0,0,1,1,0,Normal
0.37501100000000004,tcp,-,CON,6,2,998,86,18.666119000000002,62,252,17748.8125,917.306458,2,1,75.0022,0.006999999999999999,0.176263,0.106025,166,43,0,0,1,1,1,1,1,0,0,0,1,1,0,Normal
1.240176,tcp,-,FIN,18,10,1310,556,21.771104,254,252,7985.963379000001,3231.799561,5,3,72.896412,131.589891,0.055862,0.040326,73,56,0,0,5,1,1,1,4,0,0,0,2,4,0,Normal
1.1e-05,udp,-,INT,2,0,1098,0,90909.0902,254,0,399272736.0,0.0,0,0,0.011000000000000001,0.0,0.0,0.0,549,0,0,0,12,3,3,1,8,0,0,0,3,8,0,Normal
0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.76,0.0,0.0,0.0,46,0,0,0,1,1,1,1,1,0,0,0,1,1,1,Normal
4e-06,udp,-,INT,2,0,1064,0,250000.0006,254,0,1064000000.0,0.0,0,0,0.004,0.0,0.0,0.0,532,0,0,0,3,1,1,1,2,0,0,0,3,3,0,Normal
0.037675,tcp,-,FIN,66,68,3926,57982,3530.192367,31,29,821128.0625,12131121.0,7,27,0.574631,0.552701,0.00064,0.00014199999999999998,59,853,0,0,32,4,1,1,2,0,0,0,6,15,0,Normal
1.033928,tcp,-,FIN,32,14,27646,728,43.523339,254,252,207232.9844,5230.538086,13,3,31.990033,75.536234,0.051949,0.070594,864,52,0,0,4,2,2,1,4,0,0,0,2,4,0,Normal
0.004611,udp,-,CON,4,4,568,312,1518.108886,31,29,739102.125,405985.6875,0,0,1.232667,1.044,0.0,0.0,142,78,0,0,4,5,1,1,3,0,0,0,4,11,0,Normal
1.7935560000000002,tcp,-,FIN,60,14,68199,612,40.701267,254,252,299128.6563,2537.974854,27,1,29.207998999999997,128.35646100000002,0.124919,0.063847,1137,44,0,0,1,2,1,1,1,0,0,0,1,2,0,Normal
1.202766,tcp,http,FIN,12,18,1580,10168,24.111092000000003,31,29,9637.785156,63879.42578,3,5,109.31063600000002,70.723943,0.00045700000000000005,0.000136,132,565,1,3924,1,3,1,1,1,0,0,1,2,3,0,Normal
0.0010199999999999999,udp,dns,CON,2,2,132,164,2941.176566,31,29,517647.0625,643137.25,0,0,0.002,0.008,0.0,0.0,66,82,0,0,3,4,1,1,1,0,0,0,9,3,0,Normal
0.08997999999999999,tcp,-,FIN,54,56,3302,40550,1211.380323,31,29,288152.9375,3540875.75,7,21,1.6908299999999998,1.6256,0.0005679999999999999,0.00015800000000000002,61,724,0,0,8,3,1,1,1,0,0,0,5,5,0,Normal
1.170968,tcp,-,FIN,16,10,1072,556,21.349857,254,252,6866.11377,3422.809082,5,3,74.887335,114.294555,0.142316,0.067385,67,56,0,0,4,2,2,2,3,0,0,0,2,3,0,Normal
0.7805979999999999,tcp,-,FIN,30,16,26308,850,57.648112,254,252,260641.2031,8168.097168000001,12,4,26.917173,48.142066,0.039939999999999996,0.065627,877,53,0,0,5,2,2,1,5,0,0,0,2,5,0,Normal
1.1109040000000001,tcp,http,FIN,14,18,1684,10168,27.905202000000003,31,29,11262.89941,69161.69531,3,5,85.425308,65.314882,0.000547,0.000146,120,565,1,3924,3,3,1,1,1,0,0,1,2,3,0,Normal
