dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,hidden_label
9e-06,tcp,-,REQ,2,0,90,0,111111.1072,254,0,40000000.0,0.0,1,0,0.009000000000000001,0.0,0.0,0.0,45,0,0,0,10,4,1,1,9,0,0,0,4,10,0,cb801712b01ab6e116d6d0cb82a0de6a
0.001121,udp,dns,CON,2,2,130,162,2676.181891,31,29,463871.5313,578055.3125,0,0,0.04,0.014,0.0,0.0,65,81,0,0,3,4,1,1,1,0,0,0,1,3,0,8b1cfc26c735f0be2001a551aa7c1d90
0.001035,udp,dns,CON,2,2,146,178,2898.550823,31,29,564251.25,687922.75,0,0,0.01,0.009000000000000001,0.0,0.0,73,89,0,0,3,5,2,1,2,0,0,0,8,2,0,30f405c6bf2360b0852a75af2533307d
1.1e-05,udp,-,INT,2,0,1064,0,90909.0902,254,0,386909088.0,0.0,0,0,0.011,0.0,0.0,0.0,532,0,0,0,4,2,2,1,4,0,0,0,2,4,0,63c75f7d91feaef699ceaa753c1cd501
0.02909,tcp,-,FIN,46,48,2854,31458,3196.974871,31,29,767824.0,8471090.0,7,17,0.638067,0.606617,0.000567,0.000136,62,655,0,0,12,2,1,1,1,0,0,0,5,11,0,db82d66642d9c9e83d6bb6d7956816cc
8e-06,udp,-,INT,2,0,246,0,125000.0003,254,0,123000000.0,0.0,0,0,0.008,0.0,0.0,0.0,123,0,0,0,24,5,5,1,24,0,0,0,5,24,0,691e8656ff07fc0cace1190deda6d97d
0.7912560000000001,tcp,-,FIN,10,8,610,354,21.484829,254,252,5550.668945,3134.257324,2,1,85.863889,106.04543,0.048929,0.094275,61,44,0,0,7,1,2,1,4,0,0,0,4,4,0,bcd1c2f33bcadc740ea24e1c9a0cbb65
1.111749,tcp,-,FIN,14,6,7858,268,17.090188,254,252,52508.25391,1611.874512,4,1,82.68530600000003,209.555594,0.063963,0.101967,561,45,0,0,3,1,1,1,2,0,0,0,2,2,0,e0d1c6951638590921d6213654002b90
0.0044740000000000005,tcp,-,FIN,22,14,1470,1728,7822.977072,31,29,2510505.0,2869915.0,5,4,0.213048,0.286077,0.000615,0.00015800000000000002,67,123,0,0,3,3,1,1,1,0,0,0,3,7,0,a6eadc802e3a099f4c9d319bb895a1d2
1.6555970000000002,tcp,-,CON,6,2,998,86,4.228082,62,252,4020.302002,207.780045,2,1,331.1194,0.002,0.393425,0.8392459999999999,166,43,0,0,5,2,1,1,5,0,0,0,2,5,0,1730631c387bcabce652d0ad48b54848
2.440686,tcp,http,FIN,10,10,810,1156,7.784697,62,252,2389.492188,3412.155518,2,2,271.187333,262.551125,0.077048,0.049064,81,116,1,133,2,2,2,1,2,0,0,1,3,1,0,d4a09c8bdf3eaa162ae83f29cd1de2d8
0.027032,tcp,-,FIN,60,62,3598,46036,4476.176536,31,29,1047351.313,13404558.0,7,24,0.452373,0.432754,0.0006230000000000001,0.000157,60,743,0,0,8,5,1,1,1,0,0,0,5,10,0,3143219b92a34b6048024464c8936c61
0.002882,tcp,ftp-data,FIN,6,8,320,1860,4510.756327,31,29,741151.9375,4519084.0,1,2,0.5104,0.34228600000000003,0.000479,0.00013000000000000002,53,233,0,0,3,4,1,1,4,0,0,0,10,3,0,71370ff88dd6f3301af6c4760084966a
0.558649,tcp,http,FIN,10,8,812,1268,30.430556,62,252,10468.11133,15895.49023,2,2,61.947889,70.892859,0.062391,0.06656000000000001,81,159,1,227,3,2,1,1,6,0,0,1,2,3,0,1bbd7d09b5e73b57c184ffd5e4cfdbf5
8e-06,tcp,-,REQ,2,0,90,0,125000.0003,254,0,45000000.0,0.0,1,0,0.008,0.0,0.0,0.0,45,0,0,0,10,4,1,1,9,0,0,0,6,9,0,b10d5f71199b4d27c748d82bb2fea074
0.46725,tcp,-,FIN,10,6,534,268,32.102729,254,252,8235.419922,3835.206055,2,1,49.299222,77.585203,0.079315,0.030284,53,45,0,0,2,1,1,1,2,0,0,0,1,2,0,ffd32db62d2f181c36b5850167427cf4
1.150446,tcp,-,FIN,14,10,774,556,19.992245,254,252,4999.799805,3483.865967,4,3,84.936,117.609781,0.091949,0.039661,55,56,0,0,2,1,1,1,2,0,0,0,1,2,0,7a31decccc5985df7124a7339b3da4eb
0.7345119999999999,tcp,-,FIN,10,6,534,268,20.421723,254,252,5238.852539,2439.715088,2,1,73.073444,133.968594,0.06466000000000001,0.070475,53,45,0,0,6,1,1,1,3,0,0,0,1,3,0,d50c44f54cb624ca0ea51bb72728e704
0.545379,tcp,ftp-data,FIN,6,8,320,1890,23.836635,31,29,3916.54248,24262.02734,1,2,109.0138,77.84057,0.000492,0.000131,53,236,0,0,4,3,1,1,2,0,0,0,4,3,0,c0474e06f44e0ef3343dfa5a8687cde7
0.001067,udp,dns,CON,2,2,146,178,2811.621433,31,29,547329.0,667291.5,0,0,0.01,0.008,0.0,0.0,73,89,0,0,3,2,2,1,1,0,0,0,2,4,0,429470a4f7181113608dd6a3adf76070
0.004561,udp,-,CON,4,4,568,304,1534.751138,31,29,747204.5625,399912.2813,0,0,1.176667,1.020667,0.0,0.0,142,76,0,0,5,6,1,1,2,0,0,0,2,6,0,173a6e7107793d3779897744caaba387
5e-06,udp,-,INT,2,0,104,0,200000.0051,254,0,83200000.0,0.0,0,0,0.005,0.0,0.0,0.0,52,0,0,0,5,3,2,1,5,0,0,0,15,5,0,3df3262fd50d49eea0be92ef626dd67d
0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.68,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,0,0,0,2,2,1,669bbe5a33c32f4ddee12b9ea94582a0
0.471501,tcp,-,FIN,10,6,2516,268,31.813295,254,252,38430.46094,3800.628174,2,1,49.141556,82.553602,0.05873,0.06865800000000001,252,45,0,0,10,2,2,1,4,0,0,0,4,5,0,9d0e76923cfe1ec47e90e15e25930fc8
1.372961,tcp,http,FIN,10,10,812,1328,13.838703,62,252,4259.4072270000015,6968.879395,2,2,152.551222,143.251,0.083058,0.01841,81,133,1,219,1,1,1,1,1,0,0,1,1,1,0,72f15a033f4817e172f06fe672b9185f
1.1446040000000002,tcp,-,FIN,10,8,756,354,14.852299,254,252,4759.725098,2166.688232,2,1,116.470889,153.079859,0.073036,0.113082,76,44,0,0,4,1,1,1,3,0,0,0,1,3,0,2576f67c505ef2489e3d817c3962297f
1.410288,tcp,-,FIN,10,8,2516,354,12.054276,254,252,12848.43945,1758.5061039999996,2,1,152.595778,187.427,0.098295,0.11659,252,44,0,0,2,1,1,1,2,0,0,0,1,2,0,4d6df085dca610ead9fc0769d8597ac2
0.7231890000000001,tcp,-,FIN,10,6,2516,268,20.741466,254,252,25055.69141,2477.913818,2,1,77.311222,123.460398,0.105882,0.117576,252,45,0,0,4,1,1,1,3,0,0,0,3,3,0,2c1c738dc9a17b7c1cdc9011114a6235
0.018406,tcp,-,FIN,16,18,1540,1644,1792.893623,31,29,627621.4375,674997.3125,4,4,1.206067,1.054706,0.000469,0.00013000000000000002,96,91,0,0,19,9,7,1,7,0,0,0,12,10,0,51aaa10c177d442bfd90a1f387dbbbd7
0.01882,tcp,-,FIN,16,18,1540,1644,1753.453697,31,29,613815.0625,660148.75,4,4,1.232867,1.080941,0.000441,0.000132,96,91,0,0,12,11,6,1,8,0,0,0,15,13,0,ddefa9ac704fe8f54996d7c01e706c3c
1.007014,tcp,http,FIN,12,18,1580,10168,28.79801,31,29,11511.25977,76296.85156,3,5,91.420182,59.205765,0.000509,0.00014099999999999998,132,565,1,3924,1,3,1,1,1,0,0,1,2,3,0,a822b37c0e760b556bfb7551c9b2dcde
0.219326,tcp,-,FIN,72,74,4238,63878,661.116316,31,29,152467.0938,2298496.25,7,30,3.0834650000000003,2.996685,0.000557,0.000143,59,863,0,0,8,1,1,1,1,0,0,0,4,4,0,64a8d1985e0738a466a4b157b5d8bc28
0.824526,tcp,-,FIN,14,12,774,642,30.32045,254,252,6976.129395,5714.79834,4,3,63.388769,69.088367,0.064552,0.0429,55,54,0,0,3,36,2,1,2,0,0,0,2,2,0,d7b4050a5578026559647d0dddd04d9a
3.561871,tcp,-,FIN,10,8,840,354,4.772772,254,252,1697.984009,696.263245,2,1,389.006556,495.077156,0.096324,0.136542,84,44,0,0,3,1,1,1,1,0,0,0,2,1,0,2af5c57ea5d862bd2720cfdd438a8c6d
0.104419,tcp,-,FIN,88,164,5488,192828,2403.7770800000008,31,29,415709.7813,14683381.0,10,71,1.196598,0.6372270000000001,0.000547,0.000127,62,1176,0,0,19,9,7,2,7,0,0,0,12,10,0,02297ccbfe14a9657a9a9b2a34119325
1.595303,tcp,-,FIN,10,8,526,354,10.656282,254,252,2376.977783,1554.563599,2,1,167.970333,212.922422,0.104837,0.097836,53,44,0,0,1,1,1,1,1,0,0,0,1,5,0,b6e556203b5ff60fbf5e75ee0fc5d74a
1.43574,tcp,-,FIN,60,14,70355,612,50.844861,254,252,385490.4063,3170.490479,27,1,23.645779,104.354617,0.079127,0.199044,1173,44,0,0,1,1,1,1,1,0,0,0,1,1,0,d486bb6a7df49f650ea41b49709b7ec3
0.183984,tcp,-,FIN,96,98,5486,92746,1049.004281,31,29,236064.0156,3991651.5,7,42,1.929232,1.890124,0.000638,0.00015,57,946,0,0,4,2,1,1,1,0,0,0,2,4,0,7e31fb808f318d4d6830b3d55453ccae
0.402562,tcp,-,FIN,10,6,592,268,37.261342,254,252,10592.15723,4451.488281,2,1,41.661667,66.781203,0.068647,0.056288,59,45,0,0,9,2,3,1,5,0,0,0,3,5,0,bf958bdad0e1eb7ec72f7aa19f7e5f1c
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,57,0,0,0,40,13,13,13,40,0,0,0,13,40,0,c9fdfb51c67051b3e3821f94473a3e8e
9e-06,udp,-,INT,2,0,78,0,111111.1072,254,0,34666664.0,0.0,0,0,0.009000000000000001,0.0,0.0,0.0,39,0,0,0,4,1,1,1,2,0,0,0,2,8,0,81e27c5d62f5e6e480cea660713028bf
0.001032,udp,dns,CON,2,2,146,178,2906.976908,31,29,565891.5,689922.5,0,0,0.011,0.009000000000000001,0.0,0.0,73,89,0,0,1,7,1,1,1,0,0,0,2,2,0,e8eb65d187cf05ff8a428f9b624f3b76
1e-05,udp,-,INT,2,0,1986,0,100000.0025,254,0,794400000.0,0.0,0,0,0.01,0.0,0.0,0.0,993,0,0,0,3,1,1,1,3,0,0,0,19,3,0,74f961c5f0f69f1b701ddd03bcfb7123
8e-06,udp,-,INT,2,0,78,0,125000.0003,254,0,39000000.0,0.0,0,0,0.008,0.0,0.0,0.0,39,0,0,0,2,1,1,1,1,0,0,0,1,1,0,c05ba7e06cb435fe3818697e1389cb68
0.001043,udp,dns,CON,2,2,130,162,2876.3182420000007,31,29,498561.8438,621284.75,0,0,0.011,0.009000000000000001,0.0,0.0,65,81,0,0,3,5,1,1,1,0,0,0,3,2,0,5fc1ae3e65071510accd03c8952329cc
4.911586,tcp,-,FIN,16,14,1148,728,5.904407,254,252,1754.219604,1101.070068,5,3,321.734677,370.729,0.0921,0.108559,72,52,0,0,2,1,1,1,1,0,0,0,1,1,0,ffbe1198324fc32279581b80d64cb7c8
0.005195,tcp,-,FIN,24,20,2158,1918,8277.189273,31,29,3186140.5,2807314.5,6,5,0.22587,0.238,0.000538,0.000138,90,96,0,0,5,3,1,1,1,0,0,0,6,2,0,75df71e720d14cc3514dc57cd4849620
0.000965,udp,dns,CON,2,2,130,162,3108.808246,31,29,538860.125,671502.5625,0,0,0.01,0.003,0.0,0.0,65,81,0,0,4,4,2,1,1,0,0,0,4,3,0,bd3399eb5347987700454ae97f04a858
0.045991,tcp,-,FIN,48,50,2958,32368,2109.108314,31,29,503924.6875,5517775.0,7,18,0.971574,0.926612,0.000576,0.000128,62,647,0,0,9,1,1,1,1,0,0,0,2,9,0,c93c86759ba7c235f85955c2b6d15b67
9e-06,tcp,-,REQ,2,0,90,0,111111.1072,254,0,40000000.0,0.0,1,0,0.009000000000000001,0.0,0.0,0.0,45,0,0,0,7,5,1,1,7,0,0,0,5,7,0,5275434889af53dd2cce79dff88fb947
9e-06,udp,-,INT,2,0,104,0,111111.1072,254,0,46222220.0,0.0,0,0,0.009000000000000001,0.0,0.0,0.0,52,0,0,0,15,2,2,2,9,0,0,0,2,9,0,361a2ce7d4b12d00f9720d9f4850619f
0.001033,udp,dns,CON,2,2,146,178,2904.162775,31,29,565343.6875,689254.625,0,0,0.01,0.01,0.0,0.0,73,89,0,0,3,2,2,1,1,0,0,0,10,1,0,4e30c317a7a4017f8a1be4b2c324836b
0.00116,udp,dns,CON,2,2,146,178,2586.206929,31,29,503448.2813,613793.125,0,0,0.001,0.002,0.0,0.0,73,89,0,0,7,4,2,1,1,0,0,0,3,5,0,86faa76a40043d0fcb86c00750e36c5c
1.6122,tcp,-,FIN,12,10,1106,840,13.025679,254,252,5031.633789,3751.395508,3,2,143.272006,168.853891,0.092512,0.054482,92,84,0,0,8,1,1,1,8,0,0,0,1,8,0,e6a225a1894cc5d8363f5b79276358da
1.156968,tcp,-,FIN,10,8,2516,354,14.693578,254,252,15661.62598,2143.533691,2,1,123.960111,143.983,0.149077,0.089521,252,44,0,0,2,1,1,1,2,0,0,0,2,3,0,7924e6aac8c221ab02537accb8749c12
1.192999,tcp,http,FIN,10,10,824,1176,15.92625,62,252,4975.695801,7101.430664,2,2,132.555444,119.340336,0.095918,0.081224,82,118,1,204,4,3,3,3,4,0,0,9,3,4,0,0e726ed24d2bcf49d675f7dedbef7034
0.294267,tcp,-,FIN,26,28,4088,2976,180.108542,31,29,106868.9297,78024.38281,7,7,11.75748,10.874333,0.000657,0.000172,157,106,0,0,4,6,1,1,4,0,0,0,5,18,0,5e7f04040634458ecbef455d32b28a8e
9e-06,tcp,-,REQ,2,0,90,0,111111.1072,254,0,40000000.0,0.0,1,0,0.009000000000000001,0.0,0.0,0.0,45,0,0,0,6,4,1,1,6,0,0,0,4,6,0,c8e86d25238d7bec7881ba4460732d70
0.005413,tcp,-,FIN,22,14,1470,1728,6465.915381,31,29,2075004.625,2372067.25,5,4,0.257762,0.361,0.000585,0.000148,67,123,0,0,16,2,1,1,2,0,0,0,7,7,0,4eb7df086aa7a267d85a10f6b5a8ccdd
0.000966,udp,dns,CON,2,2,146,178,3105.589993,31,29,604554.875,737060.0,0,0,0.006999999999999999,0.006999999999999999,0.0,0.0,73,89,0,0,2,3,2,1,1,0,0,0,3,4,0,628086fb4e81029b1c9f0885d84e3ba1
2.368002,tcp,-,FIN,16,14,924,792,12.246612,254,252,2929.051758,2486.484375,5,4,154.881006,172.077609,0.13098800000000002,0.058891,58,57,0,0,3,1,1,1,1,0,0,0,2,1,0,d702c75404e42ea641a475bfb7ec5d57
0.001117,udp,dns,CON,2,2,146,178,2685.7654260000004,31,29,522829.0,637421.6875,0,0,0.011,0.031,0.0,0.0,73,89,0,0,3,2,1,1,1,0,0,0,1,5,0,61ef30f85d3442ac44918efd8daf7364
4e-06,tcp,-,REQ,2,0,90,0,250000.0006,254,0,90000000.0,0.0,1,0,0.004,0.0,0.0,0.0,45,0,0,0,10,2,1,1,14,0,0,0,3,6,0,862243d6a6d3c323f3c66f157792dd20
0.703774,tcp,http,FIN,10,8,836,1068,24.155483,62,252,8559.566406,10628.41211,2,2,78.09344399999998,86.166289,0.100601,0.076016,84,134,1,131,6,4,5,4,5,0,0,12,5,5,0,b84506186d0cb27af104a51898ee1cc1
1.053108,tcp,-,FIN,10,8,2516,354,16.142694,254,252,17206.21289,2354.934326,2,1,111.640111,132.64985900000002,0.124553,0.100809,252,44,0,0,2,1,1,1,2,0,0,0,1,2,0,1ee80707cca17997a8fcb7b7c232dd61
0.935772,tcp,-,FIN,10,8,534,354,18.166818,254,252,4112.112793,2650.218262000001,2,1,103.974667,113.650859,0.081527,0.065479,53,44,0,0,4,1,1,1,1,0,0,0,3,1,0,f56757f1ce5ebf9aca268f0c7596b7d4
0.477873,tcp,ftp,FIN,12,12,574,682,48.129943,254,252,8822.427734,10479.77148,3,4,43.44300000000001,37.623816,0.062557,0.030465,48,57,0,0,1,28,1,1,1,0,0,0,2,1,0,e648f738a979b1428bec9d97814ca906
0.497783,tcp,smtp,FIN,52,40,37496,3276,182.81058,31,29,591020.5625,51347.67578,18,8,9.752922,12.749846,0.000535,0.000134,721,82,0,0,1,3,1,1,1,0,0,0,3,1,0,2a5fd430558b09bda6955c2f496c6f67
0.01693,tcp,-,FIN,48,50,2974,33374,5729.474015999999,31,29,1376491.375,15455168.0,7,18,0.353106,0.33318400000000004,0.000593,0.00016,62,667,0,0,17,2,1,1,1,0,0,0,4,10,0,e83b17d0da794962fdae522b624b59f8
0.001035,udp,dns,CON,2,2,146,178,2898.550823,31,29,564251.25,687922.75,0,0,0.01,0.011,0.0,0.0,73,89,0,0,1,3,1,1,2,0,0,0,3,2,0,fad43acb5e75d5deed77b02cae115c45
0.173442,tcp,-,CON,6,2,998,86,40.359312,62,252,38375.94141,1983.371948,2,1,34.6884,0.006999999999999999,0.096182,0.042899,166,43,0,0,6,4,4,1,7,0,0,0,4,6,0,42d682c6f0abaed311deef08a1a00c43
0.052887,tcp,-,FIN,44,46,2766,24004,1682.8332059999998,31,29,409023.0,3552177.25,7,16,1.222395,1.163533,0.000524,0.000135,63,522,0,0,4,1,1,1,1,0,0,0,4,14,0,724a0dc3fed3288eb6720b1536a73025
0.641968,tcp,-,CON,6,2,978,86,10.90397,62,252,10156.26953,535.852234,2,1,128.3936,0.009000000000000001,0.449251,0.096126,163,43,0,0,5,1,1,1,3,0,0,0,2,3,0,28c4ee1768dfdffe5b5b794addac70fd
0.001076,udp,dns,CON,2,2,146,178,2788.103975,31,29,542750.9375,661710.0,0,0,0.01,0.006,0.0,0.0,73,89,0,0,2,2,1,1,1,0,0,0,5,1,0,1bf0c5df2b888776958d92571ca574df
3e-06,udp,-,INT,2,0,104,0,333333.3215,254,0,138666656.0,0.0,0,0,0.003,0.0,0.0,0.0,52,0,0,0,5,1,1,1,5,0,0,0,1,5,0,999b69b1924ee47b5169ee3653bd9242
8e-06,udp,-,INT,2,0,1064,0,125000.0003,254,0,532000000.0,0.0,0,0,0.008,0.0,0.0,0.0,532,0,0,0,7,2,2,1,7,0,0,0,2,8,0,f45a9f607b3e9f63cd60347687674c6b
0.000956,udp,dns,CON,2,2,146,178,3138.075302,31,29,610878.6875,744769.875,0,0,0.004,0.008,0.0,0.0,73,89,0,0,1,3,1,1,1,0,0,0,2,3,0,00b5ea0ee81a5582242eb7d2a0987d40
1.5830959999999998,tcp,ftp,FIN,64,20,68216,1026,52.428911,254,252,339340.125,4927.054199,29,4,24.694159,80.161102,0.060025,0.064515,1066,51,0,0,2,1,1,1,2,1,1,0,1,2,0,18cbebb23804e5b665b61ec97b497491
0.530438,tcp,-,FIN,10,8,534,354,32.048986,254,252,7254.382323999998,4675.381348,2,1,57.857333,71.933141,0.026898,0.051299,53,44,0,0,10,3,3,2,10,0,0,0,3,10,0,fb353eecabf56dd2a683759f69717b4d
0.019189,tcp,-,FIN,16,18,1540,1644,1719.735253,31,29,602011.5625,647454.25,4,4,1.258467,1.101706,0.0004570000000000001,0.000119,96,91,0,0,5,4,4,1,4,0,0,0,5,7,0,60039d6dc4f6ebb5d8a483e654b31c45
0.171879,tcp,smtp,FIN,52,42,37496,3380,541.078337,31,29,1711669.375,153596.4375,18,8,3.363353,4.178512,0.000556,0.000156,721,80,0,0,1,1,1,1,1,0,0,0,5,1,0,e4e9b421159efa40583e14962598740b
1.3683530000000002,tcp,http,FIN,10,10,810,1138,13.885306,62,252,4262.058105,5992.605469,2,2,151.93688899999995,140.481,0.104015,0.15345799999999998,81,114,1,199,4,2,2,2,4,0,0,4,3,5,0,a78c11a34fa85db55dfd6f5fe69ab769
0.931536,tcp,-,FIN,10,8,756,354,18.249429,254,252,5848.4052729999985,2662.269531,2,1,96.162556,115.640141,0.122049,0.122021,76,44,0,0,4,2,1,1,3,0,0,0,2,3,0,5c58007d7f68504dbc777b5b8cd7c7f9
9e-06,udp,-,INT,2,0,104,0,111111.1072,254,0,46222220.0,0.0,0,0,0.009000000000000001,0.0,0.0,0.0,52,0,0,0,1,1,1,1,1,0,0,0,1,1,0,004517259450908584bb3fd333d4c533
1e-05,udp,-,INT,2,0,78,0,100000.0025,254,0,31200000.0,0.0,0,0,0.01,0.0,0.0,0.0,39,0,0,0,4,2,1,1,3,0,0,0,1,7,0,c9c1830bffbbf1275854bf95c43cba31
0.021988,tcp,-,FIN,16,18,1540,1644,1500.818579,31,29,525377.4375,565035.4375,4,4,1.444467,1.263529,0.000505,0.000124,96,91,0,0,7,5,4,1,4,0,0,0,7,9,0,e312b08ea62b5975de9c5f53965e89eb
0.031801,tcp,-,FIN,16,18,1540,1644,1037.703209,31,29,363259.0,390679.5313,4,4,2.093,1.843529,0.000458,0.00012,96,91,0,0,9,9,6,1,7,0,0,0,10,15,0,5657c5ae412201194bd25d314125d3af
0.004325,tcp,ftp-data,FIN,8,12,424,8824,4393.063479,31,29,686242.75,14962312.0,1,4,0.568857,0.348545,0.000485,0.000119,53,735,0,0,6,3,1,1,3,0,0,0,9,6,0,a69a8a82eb3a1559c7413324241c8ebd
0.012894,tcp,-,FIN,38,38,2438,16290,5816.658944,31,29,1472933.125,9841477.0,7,12,0.33981100000000003,0.332919,0.000566,0.00013000000000000002,64,429,0,0,8,11,1,1,1,0,0,0,2,13,0,9fac5333e8636cadface21013e51b7db
0.001039,udp,dns,CON,2,2,146,178,2887.391736,31,29,562078.9375,685274.3125,0,0,0.011,0.008,0.0,0.0,73,89,0,0,3,6,1,1,1,0,0,0,1,3,0,4c6678773dbd2a81af961bec32f95056
8e-06,udp,-,INT,2,0,104,0,125000.0003,254,0,52000000.0,0.0,0,0,0.008,0.0,0.0,0.0,52,0,0,0,11,1,1,1,2,0,0,0,2,2,0,028ef9de556e3e89158553f8e8897054
1.5719379999999998,tcp,-,FIN,10,8,534,354,10.814676,254,252,2447.933594,1577.670288,2,1,169.529333,206.178859,0.128681,0.108354,53,44,0,0,4,1,2,1,2,0,0,0,2,2,0,d8cb5d0803900f4f5201d22e4f1ac608
1.004627,tcp,http,FIN,12,18,1580,10168,28.866435,31,29,11538.61133,76478.13281,3,5,91.29927,59.067057,0.000483,0.000138,132,565,1,3924,1,2,1,1,1,0,0,1,1,1,0,a939868ebe3f03eae1edef08d2bd0ac4
1e-05,tcp,-,REQ,2,0,90,0,100000.0025,254,0,36000000.0,0.0,1,0,0.01,0.0,0.0,0.0,45,0,0,0,8,1,1,1,7,0,0,0,1,8,0,f4091c418a791827bf9e699532f3a1bc
0.646304,tcp,-,FIN,14,10,774,556,35.586968,254,252,8899.836914,6201.416015999999,4,3,47.482922,65.456891,0.057189,0.068837,55,56,0,0,2,1,1,1,2,0,0,0,1,2,0,acabf1773333d6db6b093f5a641451e0
0.043642,tcp,ftp,FIN,52,54,2934,3742,2405.939268,31,29,527565.1875,673296.375,11,15,0.849353,0.813132,0.000542,0.000174,56,69,0,0,1,7,1,1,4,1,1,0,5,1,0,eda3db23c3291cf0c76140b8628bacc3
0.001121,udp,dns,CON,2,2,132,164,2676.181891,31,29,471008.0,585191.75,0,0,0.011,0.008,0.0,0.0,66,82,0,0,1,4,1,1,1,0,0,0,6,3,0,722ef142b2d294837bdf8525f60f0632
1.403533,tcp,-,FIN,10,12,608,732,14.962242000000002,254,252,3123.546143,3824.634033,2,3,155.948111,116.365094,0.08467000000000001,0.073847,61,61,0,0,2,1,1,1,2,0,0,0,1,2,0,f03eebc2133e983acf2e05d28739e217
0.391516,tcp,-,FIN,28,30,4752,3080,145.58792,31,29,93646.23438,60850.64063,7,7,14.488148,13.480896,0.000566,0.000139,170,103,0,0,15,9,1,1,4,0,0,0,5,8,0,d79d024733e98b245966a6c57d6f7dff
3.384031,tcp,ssh,FIN,336,354,26352,49578,203.603332,31,29,62112.90625,116873.6328,78,103,10.100651,9.584998,0.000516,0.000417,78,140,0,0,2,4,2,1,1,0,0,0,2,1,0,e8ffe62ba4aaf4bddfe9803025c316bd
1.313881,tcp,-,FIN,216,396,12450,495632,465.034491,31,29,75458.88281,3010202.5,19,178,6.109563,3.324932,0.000529,0.000173,58,1252,0,0,5,3,1,1,1,0,0,0,1,9,0,9bf95ccb407e5bc3e25b47955a9f18f5
0.682041,tcp,-,FIN,10,6,534,268,21.992813,254,252,5641.8896479999985,2627.407959,2,1,69.966889,118.703398,0.088515,0.029549,53,45,0,0,4,1,1,1,4,0,0,0,1,4,0,0492d8f40227048e165a784816db6cbe
0.7898390000000001,tcp,-,FIN,52,54,2934,3742,132.93848,31,29,29150.24414,37202.51563,11,15,15.480353,14.89351,0.00048,0.000131,56,69,0,0,16,2,1,1,1,0,0,0,4,21,0,b89f0e7b4c0910ac4e068cde2e65d632
0.032795,tcp,-,FIN,16,18,1540,1644,1006.250928,31,29,352248.8125,378838.2188,4,4,2.148067,1.901412,0.000467,0.00012,96,91,0,0,12,7,11,1,5,0,0,0,17,12,0,c75f3a20feaa3663a55f245487f80e6f
0.001064,udp,dns,CON,2,2,146,178,2819.548997,31,29,548872.1875,669172.9375,0,0,0.01,0.002,0.0,0.0,73,89,0,0,3,2,1,1,1,0,0,0,1,4,0,954dbbfcb995d9452805cb8ee4cd9258
3e-06,udp,-,INT,2,0,104,0,333333.3215,254,0,138666656.0,0.0,0,0,0.003,0.0,0.0,0.0,52,0,0,0,5,1,1,1,1,0,0,0,1,1,0,805e70658d9d3970c17f91cac439af8e
0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.708,0.0,0.0,0.0,46,0,0,0,1,1,1,1,1,0,0,0,1,1,1,c7bcde033c1c6dbd0a5d740cd0a1ddc9
0.017979,tcp,-,FIN,48,50,2958,32368,5395.18334,31,29,1289059.5,14114690.0,7,18,0.37534,0.361,0.000641,0.000134,62,647,0,0,5,2,1,1,1,0,0,0,3,10,0,c9804f373b1983011c836862f378c10c
0.182242,tcp,-,CON,6,2,978,86,38.41046400000001,62,252,35776.60547,1887.599976,2,1,36.4484,0.006999999999999999,0.098479,0.052919000000000015,163,43,0,0,7,4,4,1,7,0,0,0,4,7,0,e485c14dc821a49bfdb04d4f8fa1668d
2.338655,tcp,ftp,FIN,14,12,756,682,10.689905,254,252,2401.380371,2141.401855,4,4,172.936615,225.802703,0.080625,0.077175,54,57,0,0,1,2,1,1,1,0,0,0,1,1,0,883aa9c8325d04b16c2e4f75090a18ca
0.001141,udp,dns,CON,2,2,130,162,2629.272667,31,29,455740.5938,567922.875,0,0,0.011,0.032,0.0,0.0,65,81,0,0,3,3,2,1,1,0,0,0,4,3,0,d292709e9da63a64e986dccf2db17701
9e-06,udp,-,INT,2,0,104,0,111111.1072,254,0,46222220.0,0.0,0,0,0.009000000000000001,0.0,0.0,0.0,52,0,0,0,3,4,1,1,3,0,0,0,1,9,0,878ca5faf1996e84781862e0800cb5f9
0.640021,tcp,-,FIN,14,10,774,556,35.936319,254,252,8987.205078,6262.294434,4,3,47.170769,63.123555,0.071904,0.06967999999999999,55,56,0,0,3,2,2,1,3,0,0,0,2,3,0,f6b65850d5c40cec4e05efefbc99b05a
